Position	A1	A2	B1	B2
1:8847970	91.3	95.4	93.7	100
1:150520377	0	6.6	0	3.5
1:74467431	0	0	7.6	0
1:154070624	81.8	91.6	100	96.5
1:143866663	93.3	100	100	96.9
1:69607617	0	0	0	9.5
1:71611425	0	0	0	0
1:2359894	3.2	4.4	0	5.2
1:150837861	84.6	100	100	93.3
1:145041368	0	0	0	0
1:145694430	96	96.9	100	100
1:117952518	0	0	0	38.8
1:143021013	84.6	86.6	0	0
1:18909332	0	5.2	3.7	0
1:155636963	100	100	100	93.7
1:70075506	94.4	92.5	100	100
1:145151749	0	0	0	0
1:44858920	95.2	100	20	0
1:150674421	0	7.1	0	0
1:45066203	0	0	0	0
1:9043674	100	100	92.8	78.5
1:44965432	0	0	0	0
1:1825344	3.5	9	0	5.8
1:1591636	5.2	0	0	0
1:131778229	100	88.2	100	100
1:145649286	90	100	96.1	100
1:127317941	0	2.7	0	0
1:143754939	0	0	0	0
1:155787899	100	94.1	96.6	100
1:150439785	82.3	90.9	5.2	3.2
1:32394818	0	0	0	0
1:58792657	100	100	71.4	72.4
1:146768335	0	0	0	0
1:155752776	100	100	0	0
1:2453954	90.4	100	0	14.8
1:94742253	0	5.8	3.7	3.7
1:50881010	0	0	0	0
1:157171481	94.4	100	0	0
1:144046747	93.7	88.8	90	100
1:67544721	0	0	0	0
1:135656405	6.2	4.7	0	11.1
1:69688009	100	100	100	95.2
1:146276080	100	88.8	100	100
1:105643134	81.8	100	100	92.8
1:148671212	100	100	100	100
1:154219703	58.3	60	4.5	0
1:43709963	96	100	100	100
1:2408139	100	100	100	100
1:44858131	90.9	87.5	0	0
1:150960622	0	0	5.5	0
1:88075152	0	0	2.7	0
1:84927130	0	0	0	0
1:83591708	0	0	0	0
1:135834579	100	92.3	100	95.2
1:2280005	100	100	47.6	68
1:154187038	0	0	0	0
1:146843976	0	0	0	0
1:44931539	91.6	95	53.3	76.9
1:145151218	0	0	0	0
1:146441695	100	94.4	92.3	100
1:148777353	0	0	0	0
1:6321691	82.3	86.3	100	100
1:150943585	0	0	0	0
1:18910025	0	0	0	0
1:57468798	74.1	75	2.5	7.1
1:5253514	91.2	93.5	49.8	48
1:71710024	0	0	0	0
1:80936803	0	0	0	0
1:140738982	5	0	0	0
1:128891267	100	80	94.4	100
1:145040722	0	0	0	0
1:59458094	100	96	100	100
1:154187753	0	0	0	0
1:146597697	90.9	100	100	100
1:155475553	90.9	96	100	96.7
1:136311890	90.9	88.8	93.3	94.1
1:60582841	100	100	91.3	95.8
1:80721456	82.3	100	0	0
1:145194424	93.7	93.5	100	100
1:146650911	0	0	0	0
1:158208693	71.4	50	100	100
1:72607766	0	0	0	0
1:147352408	91.6	84.6	100	96.5
1:155228762	94.7	100	100	100
1:84029863	0	0	0	0
1:64841970	0	0	0	0
1:2263157	90.4	93.7	100	97
1:5258089	23.3	28.2	0	0
1:81064021	0	0	0	0
1:124951671	79.5	73.7	7.8	5.5
1:148131987	82.3	94.4	3	0
1:64677883	0	0	0	0
1:145704219	68.4	83.3	100	100
1:156685465	100	95	0	0
1:121881412	25	33.3	0	0
1:77752763	0	0	0	0
1:154399062	94.4	100	94.1	100
1:145124307	66.6	86.3	100	94.2
1:83463175	30.7	55.1	0	6.8
1:152749337	90.9	90.9	90.9	100
1:147352831	88.8	100	100	100
1:155773395	100	100	100	100
1:47068563	0	3.8	0	0
1:39657133	93.3	100	35.2	70
1:63314910	95	96.7	95	100
1:154030976	68	86.9	100	93.5
1:112777632	0	0	5.8	0
1:131242977	0	0	0	0
1:104043171	96.2	100	82.1	91.8
1:140913074	0	0	4	0
1:131250762	0	2.5	0	0
1:57462696	46.1	50	7.1	4.3
1:71388525	100	93.7	90	100
1:155286131	94.1	100	100	100
1:143360837	88.2	100	100	90.4
1:26474156	97.7	97.6	65.7	61.4
1:155677418	87.5	100	100	100
1:44701163	13	8.6	5.5	0
1:97308028	0	0	0	0
1:150961942	30	34.7	0	0
1:111637010	84.6	94.7	100	96.8
1:146866639	93.3	96.8	100	100
1:63646780	95	81.8	100	95
1:64871004	0	0	0	0
1:85933922	19	3.2	0	3.3
1:109586836	0	0	0	6.4
1:77596277	0	0	3.1	0
1:147107301	82.3	73.3	100	100
1:15364210	0	5.8	0	0
1:44859089	80	81.8	27.2	10
1:154923174	5.2	0	0	0
1:2382902	0	0	4.3	0
1:140046092	0	0	3.2	0
1:94741851	0	0	5.8	4
1:150961790	38.4	41.1	0	0
1:83558749	0	0	0	0
1:145108227	93.5	100	7.6	0
1:74041203	0	0	0	0
1:145454565	100	100	100	96.5
1:10070104	0	0	0	0
1:143172756	0	0	0	0
1:127736243	0	0	0	0
1:5235265	91.6	100	14.2	25
1:150923087	0	0	0	0
1:34970503	0	0	0	0
1:1188346	0	0	0	0
1:18720106	0	0	0	0
1:136182487	0	0	0	0
1:71594444	0	0	0	0
1:128288143	5.5	11.7	3.8	0
1:83425062	0	0	0	0
1:131252025	0	0	0	0
1:150384291	100	95.6	100	96.6
1:145075054	0	0	3	0
1:131252116	0	4.3	0	0
1:144087465	92	91.4	47.5	52.8
1:125498534	92.2	95.4	46	33.4
1:145610147	0	0	0	0
1:98510881	0	7.6	0	0
1:82997488	0	0	0	0
1:155531313	100	100	100	100
1:49364822	100	100	72.7	71.4
1:2360536	0	0	0	0
1:68051910	100	100	100	100
1:145888618	93.7	100	100	100
1:95170628	0	0	0	0
1:155196345	58.3	10.5	100	82.3
1:69917402	0	0	0	0
1:153040309	100	97.1	100	100
1:147122260	100	100	100	100
1:146847550	92	100	100	95.4
1:150944136	0	0	0	0
1:3050839	0	9	0	0
1:54305227	60	90.9	0	0
1:66038316	4.7	0	0	0
1:150253921	100	100	100	100
1:148947993	0	0	100	100
1:128901524	100	93.7	4.7	0
1:117790622	100	100	100	100
1:57853200	100	100	0	0
1:58878740	0	0	0	0
1:131834125	0	0	0	0
1:142987685	35	50	4	2.4
1:2917683	0	0	0	3.3
1:73656010	0	0	0	0
1:150690735	0	0	0	0
1:114144748	6.2	7.6	0	0
1:81064062	0	0	0	0
1:73741534	0	3.5	0	4.1
1:148777299	0	0	0	0
1:46347688	100	100	100	93.3
1:145151354	0	0	0	7.1
1:148267001	0	0	0	0
1:145152228	0	0	0	0
1:124949862	89	89	18.5	13.7
1:3672028	90	100	100	100
1:68295867	100	100	100	100
1:5282427	78.5	87.5	9.3	9.8
1:33691499	100	92.5	0	13
1:144084003	93.9	86.6	11.1	3.5
1:29209813	89.7	91	49.4	44.2
1:3257960	0	5.5	0	0
1:179120	9	5	0	0
1:144888012	90.4	95.2	100	96.1
1:2360480	0	0	0	0
1:271284	100	100	100	100
1:5272977	68.8	68.2	4	14.5
1:144130689	82.6	65.3	21.4	26.9
1:107576348	0	0	0	0
1:5254555	95	100	65.2	79.1
1:155776035	100	90.4	0	0
1:151402784	93.7	100	94.7	100
1:84525665	0	0	0	2.7
1:1811616	60	60	100	100
1:42458681	0	0	0	0
1:130108663	0	0	0	0
1:98396591	0	0	12.5	12
1:6546028	0	0	0	0
1:136628999	95.4	90.9	94.1	100
1:144100517	77.7	92.2	22.6	16.9
1:131156458	78.9	96.2	4	8.3
1:145466101	100	80.9	0	9.5
1:155741393	86.6	96.1	46.4	26.4
1:143535020	0	4.1	0	0
1:1818466	0	0	0	0
1:129389176	100	93.7	0	0
1:71439465	87.5	100	95	100
1:148347416	33.3	40	8.3	0
1:147625466	100	100	100	100
1:68327970	100	100	100	100
1:7570523	94.1	93.9	53.8	54.5
1:90306575	0	0	0	0
1:144805781	68	100	100	90.4
1:144120436	90.2	84.4	12.2	15.2
1:88074996	0	0	0	0
1:126876043	0	0	0	0
1:146149271	100	100	100	100
1:58662848	0	0	0	0
1:80186858	0	0	5.2	5.2
1:5282623	95.8	92.4	29.6	18.9
1:136790787	0	0	0	0
1:144076007	59.2	89.2	21.7	33.3
1:118537702	0	0	0	2.5
1:131155748	94.7	100	7.1	0
1:479305	0	0	0	0
1:152873161	0	0	0	5.5
1:73741567	0	0	0	0
1:116429024	0	0	0	0
1:1724496	96.4	96.7	100	100
1:147067245	0	0	0	0
1:145681267	100	100	100	96.2
1:146865411	92.3	95	100	100
1:142875652	7.1	0	0	0
1:150143598	5.2	4	0	0
1:90311307	69.2	91.6	100	100
1:121897922	5.2	12.5	0	0
1:83591691	0	0	0	0
1:131156536	92.5	88.5	0	2.9
1:710809	95.8	100	100	100
1:145213921	100	100	100	96.2
1:75441179	5.8	0	0	3.3
1:67588908	0	0	0	0
1:108086164	0	0	0	0
1:155443562	100	100	100	100
1:138679281	82.3	83.8	94.4	100
1:144109161	98.6	98.4	32.3	15
1:145695716	0	0	0	0
1:151452298	0	0	0	0
1:107117827	82.3	100	70	77.2
1:57220745	84.6	61.5	8.3	16.6
1:478909	0	0	0	0
1:144080471	79.4	66.6	8.2	9.6
1:146572522	95.2	92.3	100	100
1:10165704	0	0	0	0
1:58463626	100	100	100	52.9
1:146625350	84.6	84.6	89.6	100
1:121884211	0	3.7	0	0
1:132444305	0	0	0	0
1:155837515	100	100	100	100
1:153423005	88.2	88.2	100	100
1:144864571	94.7	96	100	96.7
1:132449972	25	26.9	0	0
1:42088510	100	100	100	100
1:151847956	10.5	16.2	0	0
1:145695866	0	0	0	0
1:151628125	87.5	100	100	100
1:153494541	18.1	6.6	8.3	0
1:10069102	0	0	0	0
1:73072106	94.7	100	100	100
1:132120564	92.8	96.5	96	95.4
1:71653522	0	0	0	0
1:75101844	0	3.4	0	0
1:148057630	0	0	0	2.7
1:111685728	0	0	0	0
1:144846002	0	5	0	0
1:86751712	0	0	0	0
1:5036180	100	100	0	0
1:124952490	35.7	97.6	15.3	21.8
1:90306526	0	0	0	0
1:67963631	0	0	0	0
1:35464735	3.2	5	0	0
1:90306393	0	0	0	0
1:64488045	0	0	0	0
1:136059100	0	0	94.7	93.3
1:144908658	100	96.5	100	100
1:132446755	6.2	3.3	0	0
1:118537368	0	0	0	0
1:145964807	93.7	100	94.1	100
1:13552150	88.4	87.5	26.9	32.1
1:150671371	0	9.5	0	0
1:143255717	5	4.7	4.1	0
1:147352291	94.7	86.9	96.2	97.4
1:128660111	0	2.8	100	100
1:97308265	0	0	0	0
1:150745915	100	92.5	100	100
1:136577708	100	90	100	100
1:24750023	85	95	0	0
1:131226748	0	0	0	0
1:147370774	93.7	96.6	95.4	100
1:144792190	100	96.4	100	96.6
1:128533434	100	94.7	100	100
1:85920552	0	8.3	0	10
1:68153259	0	0	0	0
1:81592600	61.5	94.7	6.6	0
1:100539460	0	0	0	0
1:145705717	88.2	100	100	100
1:3904067	100	100	100	100
1:8953872	0	0	0	2.5
1:146320689	8.3	13.3	100	100
1:123231259	0	0	0	0
1:73800748	100	100	100	100
1:75488106	0	0	0	0
1:73074147	94.7	93.3	100	92.3
1:150520386	4	6.6	0	3.7
1:141013119	0	0	0	0
1:127041377	0	0	0	0
1:147560662	95.4	100	100	100
1:147761019	93.7	100	100	95.4
1:107928160	0	0	0	0
1:146859242	0	0	0	0
1:83539720	0	0	0	0
1:153040313	100	100	96.4	100
1:24223273	90.4	92.3	95	100
1:65463338	0	0	0	0
1:155113973	100	95.4	100	100
1:68420675	0	0	0	0
1:136435720	0	3.1	0	0
1:76778727	100	100	96	96.5
1:155300515	0	0	0	0
1:111856512	0	0	0	0
1:32218426	88.8	95.2	100	85.7
1:147654049	0	0	0	0
1:35660220	0	0	0	0
1:136054602	0	0	0	0
1:5020377	86.9	86.3	95.2	86.2
1:150206459	5	20	40	16.6
1:71840196	0	0	0	0
1:145636388	100	100	96.9	100
1:178492	30.7	33.3	5.5	0
1:155701362	100	100	93.3	88.2
1:26953990	4.3	5.5	4.5	0
1:94741712	7.1	0	0	0
1:136415772	95.4	94.8	96.2	98.3
1:98352497	0	0	0	0
1:5036281	100	100	0	0
1:110277496	0	0	0	0
1:46356142	0	0	0	0
1:104748044	95	92.3	100	100
1:148561524	83.3	96.1	95.4	100
1:145151705	0	0	0	5.8
1:83530677	0	0	0	0
1:72106006	95.2	100	100	100
1:156685583	86.6	100	0	0
1:59367490	100	86.3	100	100
1:44899715	100	94.7	100	93.3
1:139880878	0	0	0	0
1:137993172	0	0	0	0
1:68321188	88.8	100	100	100
1:147560643	90.9	100	100	96.1
1:145387741	44.4	63.6	23	10
1:71611467	0	0	0	0
1:83343024	100	83.3	100	100
1:147348081	75	88	100	88.2
1:152940171	89.4	100	100	88.2
1:134190462	0	0	0	4.7
1:153211526	95.5	90.7	41.9	37.2
1:126874509	0	0	0	0
1:46543071	0	0	0	0
1:146650958	0	0	0	0
1:88075446	0	0	0	0
1:133526575	0	0	0	0
1:1818447	0	0	0	0
1:33691386	92.8	85.1	0	8.3
1:133515566	92.3	100	90	94.7
1:136182806	0	0	0	0
1:1776654	0	0	0	0
1:2239945	100	100	100	92.3
1:144770986	100	100	100	94.1
1:143756314	0	0	0	0
1:127469345	0	0	0	0
1:83591413	0	5.8	0	0
1:147647216	100	100	100	95
1:148178435	29.4	42.1	0	0
1:148347469	66.6	88.2	0	0
1:144113753	91	90.4	53.7	45.6
1:82997415	0	0	0	0
1:72390425	0	0	0	0
1:151554608	100	95	100	100
1:73820293	0	0	0	0
1:147406605	90.9	100	0	0
1:97308346	0	0	0	0
1:77596400	0	0	0	4.3
1:145756706	8.3	10.5	0	0
1:144077336	22.7	24.1	3.7	1
1:145838030	0	5.2	100	100
1:147584536	95.2	96.2	96.6	100
1:112730491	0	0	0	0
1:131155765	89.4	100	0	0
1:158153382	94.1	100	0	0
1:155475382	95	94.1	100	100
1:128334991	93.3	89.6	100	100
1:112313256	0	0	0	0
1:9525555	90	100	100	100
1:150828890	100	100	100	100
1:145598638	100	100	90	100
1:144115544	83.3	50	5.6	5.5
1:81725674	0	0	0	0
1:152694751	0	0	0	6.2
1:144019201	100	100	100	100
1:68012394	5	0	0	3.2
1:79783965	35	31.2	0	0
1:21932036	83.9	86.6	31.5	23.7
1:156105096	76.4	100	94.1	100
1:134189232	0	0	0	0
1:82458039	0	0	0	0
1:155106604	100	100	100	100
1:81209030	42.3	55	96.8	97.2
1:145466122	100	100	25	23.8
1:108552677	0	0	4	0
1:44064330	88.2	100	88.8	100
1:80186063	0	0	0	0
1:147563994	92.3	86.6	100	100
1:138064933	100	96.4	100	100
1:144109146	70.8	62.5	12	6.4
1:136055711	80	58.8	0	0
1:126987428	0	0	0	0
1:147021781	88.8	95.2	100	100
1:71484664	0	0	0	0
1:69854605	100	95.6	100	92.5
1:56760148	0	86.6	0	0
1:65700794	0	0	0	0
1:145791209	94.1	100	100	100
1:144846055	0	0	0	0
1:153431968	90.4	96.5	58.6	42.5
1:152885852	96	93.7	0	20.9
1:145776396	92.3	100	100	100
1:2456853	100	100	100	100
1:150886743	85.7	91.6	100	89.2
1:153205616	90.9	87.5	43.7	44.4
1:1187793	0	0	0	0
1:131252185	0	4.7	0	0
1:147270738	95.6	100	94.7	100
1:147868366	91.6	92	90.4	95.8
1:140957590	50	53.8	100	100
1:111636972	92.3	73.6	95.6	96.8
1:155443547	88.2	100	100	100
1:155009997	0	0	0	0
1:49364864	100	92.8	90.9	78.5
1:143909649	0	0	0	0
1:150387126	83.3	76.9	100	100
1:83500830	0	0	0	0
1:83532416	0	0	0	5.4
1:143990178	0	0	0	0
1:144104055	76.4	84.3	5.5	0
1:146490861	2.7	0	0	0
1:144811486	0	0	0	0
1:82271035	100	100	0	0
1:73820079	0	0	0	0
1:144658005	100	94.1	100	100
1:109722162	0	0	0	5.2
1:155673092	100	100	100	100
1:136961360	0	6.2	0	0
1:155752740	84.6	100	0	0
1:75614799	0	0	0	0
1:145822876	0	0	0	0
1:111686685	0	0	0	0
1:143020981	85.7	84.6	0	0
1:148775366	0	0	0	0
1:104146784	91.6	86.6	10	0
1:145966317	90.9	100	100	100
1:111397494	0	0	0	0
1:8955809	0	0	0	0
1:145061449	96.1	96.1	100	100
1:145207760	93.7	90.9	92.8	100
1:73740631	0	0	0	0
1:157171314	100	100	0	0
1:128085683	0	4.7	0	0
1:7580082	90	95.6	64	42.4
1:126874479	0	0	0	0
1:146865402	92.3	100	100	96
1:99107996	90.9	94.1	100	100
1:145636618	85.7	94.1	100	92.8
1:94742204	4.7	0	0	0
1:144100452	88.1	92.2	58.6	46.4
1:145466197	100	100	0	0
1:2779634	100	93.5	100	100
1:71611218	0	0	0	0
1:131149491	93.7	100	0	0
1:87456808	90.9	95.4	94.7	88.8
1:133239431	36.6	44.4	96.7	97.2
1:145230183	15.7	20	100	100
1:178595	25	50	0	0
1:82573966	0	0	0	0
1:148076337	100	100	100	89.2
1:147031177	0	0	0	0
1:83178290	91.6	90	4.7	15.6
1:41907471	100	100	90.9	100
1:96788072	0	0	0	0
1:44855677	100	80	94.1	91.6
1:150228771	100	92.8	42.8	15.3
1:3483688	0	0	0	0
1:68453616	100	96.1	96	97.3
1:109662241	0	0	0	0
1:154187678	0	0	0	0
1:11273937	86.5	77.1	26.6	18.7
1:1828634	10	11.5	0	0
1:133525097	0	0	0	0
1:147040652	95.6	95.6	100	100
1:116108179	74.2	81	9.8	9.2
1:1828504	41.6	52.6	0	0
1:73036208	6.6	18.1	100	100
1:156845045	100	93.7	100	90.4
1:143021007	92.8	93.3	0	0
1:45489301	0	0	0	0
1:155009907	0	0	0	0
1:142876051	0	7.1	0	0
1:66023235	100	100	76	27.2
1:100026678	3.4	0	0	0
1:146859601	0	0	3.1	2.5
1:155611563	100	100	77.7	100
1:155617138	0	4.1	0	0
1:145610107	0	0	0	0
1:111686708	0	0	0	0
1:146216974	0	0	0	0
1:153213730	90.5	89.4	15.7	16.6
1:146847539	100	100	100	100
1:108267823	100	100	100	95.8
1:82997445	0	0	0	0
1:145063514	81.2	80	100	100
1:710467	100	100	100	96.6
1:146811729	100	100	93.7	100
1:121867805	8.3	0	0	0
1:145695951	0	0	0	0
1:1821992	10.7	11.1	0	2.7
1:151349653	100	100	94.7	100
1:145749578	0	0	0	0
1:57479136	87.2	90.4	10.2	9
1:73212007	23	4.7	0	0
1:158132365	80	77.7	100	100
1:71286928	0	0	0	0
1:5255455	62.5	64.7	18.7	12.9
1:6199569	0	0	0	0
1:146217945	55	42.8	0	0
1:146947336	0	0	0	0
1:100877942	0	0	0	0
1:144113830	77.7	79.7	19.1	13.7
1:145909606	93.3	96.2	100	100
1:144005803	0	0	0	0
1:68307494	91.3	100	100	100
1:146436991	0	0	0	0
1:145760209	100	88.8	100	100
1:148177988	8.6	10.3	0	0
1:52549367	0	4.1	0	0
1:146847543	100	87.5	100	100
1:107009465	0	2.9	0	0
1:110276678	0	0	0	0
1:42531031	0	0	0	0
1:31220387	100	95	93.3	76.6
1:69867344	65.3	52.7	100	48.4
1:8067782	72.2	71.4	95.6	96
1:75221697	95.2	100	100	100
1:11269866	62.5	66.6	25	25
1:150228484	100	100	82.6	71.4
1:2459163	100	100	100	100
1:155988367	84.6	93.3	100	100
1:143990437	0	0	0	0
1:146217143	0	0	0	0
1:152695445	0	0	0	0
1:146969829	0	0	0	0
1:146233004	93.1	96.5	100	85.7
1:115479976	0	0	0	0
1:44849730	12.5	31.2	70.8	52.6
1:147122249	94.4	86.9	91.6	100
1:131149469	90	100	0	3.2
1:151166831	100	92.3	0	8.3
1:72608144	0	0	0	0
1:109877368	100	100	94.1	100
1:153971675	0	0	0	0
1:401233	0	0	0	0
1:150675317	0	6.6	0	0
1:155178402	94.1	100	65.3	11.7
1:143650367	81.8	85	100	100
1:45733317	82.6	93.8	9	10.9
1:3326226	100	100	100	100
1:145897973	80	72.2	100	90.9
1:152451428	100	90	100	96.2
1:151270036	0	0	0	0
1:147133118	0	0	0	0
1:121880249	0	0	4.1	0
1:52549242	0	0	0	0
1:85951835	43.7	60	0	0
1:2919364	0	0	0	0
1:75488214	0	20	0	0
1:42530991	0	0	0	0
1:138676267	100	90	5	8.3
1:136961222	0	0	0	0
1:146844081	0	0	0	0
1:45734256	91.3	94.7	26.8	30.4
1:147894848	100	90.9	85.7	100
1:4753325	92.8	83.3	100	88.2
1:129041696	0	0	0	0
1:150682628	9	10	96	100
1:6517425	0	0	0	0
1:5250169	67.7	83.3	15.1	10.2
1:1832994	0	0	3.1	7.6
1:1307119	0	0	0	0
1:2382860	0	0	0	0
1:154247633	93.3	86.6	100	100
1:111686623	0	0	0	0
1:18232993	0	5.2	0	0
1:150652308	100	100	100	100
1:2719521	95.6	96	100	100
1:61411215	90.9	100	84.2	96.9
1:63480953	0	0	0	0
1:148778071	16.6	0	0	0
1:155737196	100	100	100	100
1:155142527	84.6	84.6	100	96.6
1:110289558	0	3.7	0	0
1:147616155	94.1	90.9	93.7	100
1:58879051	0	0	0	0
1:155156145	96.1	88.8	100	100
1:155884354	100	100	96.9	100
1:1626716	0	0	0	0
1:146178332	93.7	100	90.9	72.2
1:108551268	0	0	0	0
1:143741531	100	100	9.5	5.2
1:123231230	0	5.5	0	0
1:153494510	0	14.2	0	0
1:18232750	0	0	0	0
1:77752429	0	0	0	0
1:11270316	78.4	78.4	14.3	12.1
1:146353570	100	95.6	100	93.7
1:73072150	89.4	94.1	100	95
1:7555195	100	95.4	84.6	90.4
1:43541827	0	0	0	0
1:136961058	0	0	0	0
1:70996403	0	0	0	0
1:147484588	66.6	75	94.4	100
1:107009393	0	0	0	0
1:9608466	0	0	0	0
1:83425654	6.6	0	0	0
1:133439409	0	0	0	0
1:130469702	80	64.7	100	95.2
1:36721979	0	0	0	0
1:133525644	0	0	0	0
1:111856146	0	0	0	0
1:147023202	95	94.4	100	100
1:132326242	90.4	72	0	5
1:153157155	100	100	96	90.9
1:145041308	0	0	0	0
1:147038667	80.9	83.3	0	9.5
1:128917109	0	7.4	0	0
1:108238115	0	0	0	0
1:143275001	72.7	81.2	88	100
1:148476576	92.8	85.7	30.7	28.1
1:132317612	14.2	24	0	0
1:83245329	0	0	0	0
1:155147614	84.2	95	94.7	93.7
1:2293709	100	93.3	100	100
1:146768397	0	0	0	0
1:131243804	0	0	0	0
1:111630257	70.5	43.7	0	0
1:44965861	0	0	0	0
1:111642931	100	48.2	57.8	56
1:83447135	100	100	100	100
1:137498942	0	5.8	0	0
1:153213760	91.1	92.8	21.7	18
1:83461097	100	100	100	100
1:146941012	29.4	36.3	92.3	90.9
1:50332757	0	0	0	0
1:131351712	0	0	0	0
1:146436653	0	0	0	0
1:6319776	95	90	100	100
1:3720167	100	93.5	95.8	100
1:128596980	88.8	91.6	100	93.3
1:141230890	0	8	0	0
1:153971775	0	0	0	0
1:145212597	86.9	84	92.3	100
1:155106609	100	93.3	100	100
1:120472217	0	0	0	0
1:73988774	100	100	100	100
1:130865854	86.4	96.4	96.1	96.5
1:132446421	3.3	17.3	0	0
1:128917124	0	0	0	0
1:132003221	0	0	0	0
1:127736280	0	0	0	0
1:147409910	92.8	100	100	92
1:68818551	77.7	96.9	100	100
1:11084383	93.3	100	73.9	77.7
1:44720899	0	0	0	0
1:1418185	100	87.5	100	89.2
1:146768172	0	0	0	0
1:148777197	0	0	3.1	0
1:479345	0	0	0	0
1:3257950	0	0	5.2	0
1:147790640	100	94.1	97.1	100
1:154881196	88.8	90.4	100	100
1:85922794	16.6	16.6	0	0
1:153217895	94.1	85.7	12.9	18.1
1:18232989	0	15.7	0	0
1:126874636	0	0	0	0
1:155681607	5.8	23	91.6	100
1:59326860	45.4	54.5	100	100
1:71286990	0	0	0	0
1:83530686	0	0	0	0
1:147967826	84.2	100	81.8	76.1
1:121867928	0	7.1	0	0
1:145535924	100	94.4	95	100
1:108291975	0	0	3.8	0
1:155741816	100	100	0	0
1:146728578	0	0	71.4	70.4
1:153314482	100	100	95	81.8
1:111637399	81.8	94.1	100	100
1:146946614	0	0	0	0
1:73515899	0	0	0	0
1:83456705	100	100	100	100
1:214593	90	90	90.9	40
1:109662327	0	0	0	0
1:179107	4.5	15	5	0
1:130830976	11.1	4.7	0	0
1:145194468	100	100	96.8	100
1:146821105	100	88.2	100	100
1:143256415	0	8.3	0	0
1:131564422	0	0	0	0
1:144076237	85.1	95.6	30	28.5
1:67290782	0	0	0	0
1:143538664	6.6	2.2	14.2	9.2
1:6201166	0	0	0	0
1:155010092	0	0	0	0
1:52432843	0	0	0	0
1:67963617	0	0	0	0
1:2919312	0	0	0	0
1:18910613	0	0	0	0
1:146946625	0	0	0	0
1:72759873	0	0	5.2	4
1:144235152	100	100	100	100
1:100157785	0	0	0	0
1:145610338	0	0	0	0
1:137993169	0	0	6.6	0
1:111628862	93.3	97.4	100	96.7
1:82374435	100	91.1	100	93.7
1:147055040	87.5	91.6	94.1	100
1:147253905	93.7	89.1	100	100
1:5275442	60	57.8	11.5	2.5
1:156639720	90	95	100	100
1:54518692	100	100	0	5
1:121854907	0	4.5	0	0
1:80673378	92.8	95.2	8.3	5.2
1:131834131	0	0	0	0
1:154923890	0	11.1	0	0
1:148177523	9.5	6	3.5	0
1:140950984	100	100	100	95.6
1:147564147	95.4	100	100	92.8
1:155775929	100	100	0	0
1:57443739	93.4	88.4	40.2	35.3
1:112703995	0	0	0	0
1:57480056	83.7	90.9	38.7	24.3
1:111685627	0	0	0	0
1:146558649	0	0	2.6	0
1:96218329	96.1	100	96.7	96.6
1:155840921	100	100	93.3	100
1:146275133	50	73.3	100	96.7
1:124949804	87	82	27.7	28.7
1:1828526	33.3	5.2	0	0
1:1865388	100	100	100	100
1:134593816	100	100	100	100
1:111307815	0	0	0	0
1:779154	100	94.7	100	100
1:132075645	0	0	0	0
1:147075296	100	96.5	100	100
1:154055809	95.8	89.6	100	93.7
1:134189093	0	0	0	3.4
1:137255374	86.6	76.4	100	95.2
1:131242109	0	0	0	0
1:74714455	93.7	96.1	100	100
1:2204418	0	0	0	0
1:72884132	100	93.7	95	100
1:151172431	100	100	100	100
1:85936026	0	0	0	0
1:67722387	0	0	0	0
1:42531090	0	0	0	0
1:155705884	5.8	10.5	93.7	88.2
1:8067847	88.8	95.2	100	96
1:96218313	100	96.4	100	100
1:71210561	50	82.3	94.4	100
1:83424720	0	4.3	0	0
1:22474025	0	4	0	0
1:119438308	30.7	21.4	0	0
1:147058091	100	100	8.3	5.5
1:67974042	100	81.8	91.6	93.3
1:156447954	100	100	100	92.8
1:31242626	6.6	0	0	3.4
1:153207246	82	86.3	13.8	12.3
1:137902627	0	0	0	0
1:73527978	100	90	93.7	100
1:143754919	0	0	0	0
1:113502461	0	0	0	3.7
1:109662166	0	0	0	0
1:136573809	0	5.8	0	3.7
1:26088359	0	4.1	6.2	0
1:121908353	26.3	18.1	3.5	2.7
1:146321030	18.1	13	93.7	100
1:118537460	0	0	5.5	0
1:145687397	95.6	100	100	96.2
1:2360102	0	0	0	0
1:150404168	81.8	75	94.4	84
1:82210325	0	0	0	0
1:42826238	0	0	0	0
1:145890964	100	92.8	100	100
1:44846075	96.5	97.3	100	100
1:83521433	0	8	0	0
1:145767903	93.3	96.1	93.5	100
1:119151167	0	0	0	0
1:5260567	83.3	92.8	26	15.2
1:150261467	100	96.5	97	100
1:42531367	0	0	0	0
1:83591638	0	0	0	0
1:150690935	0	0	0	0
1:45734249	93.8	92.6	29.2	21.4
1:111318726	0	0	0	0
1:144985471	100	100	100	91.6
1:34707919	0	4.1	0	4
1:101004907	95.2	80.6	100	100
1:145212576	100	100	96.1	100
1:68370103	100	81.2	100	100
1:155475291	100	94.4	95.2	96
1:3050424	0	0	0	0
1:144359390	0	0	0	0
1:144436689	100	95.6	95	100
1:153494762	5.2	4.7	0	0
1:128901519	92.8	100	0	0
1:82285909	0	0	0	0
1:108238150	0	0	0	0
1:60269888	0	0	0	0
1:150711611	85.1	82.6	95.2	100
1:45142601	89.7	80	67.7	65.6
1:57457679	95.6	92.8	50	27.2
1:127062655	50	69.5	2.7	2.5
1:47068420	0	0	0	0
1:2205244	0	0	0	0
