Ensembl Gene ID	Associated Gene Name	Description	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand
ENSBTAG00000048152	TUBG1	Tubulin gamma-1 chain  [Source:UniProtKB/Swiss-Prot;Acc:Q0VCD2]	19	43316471	43321165	1
ENSBTAG00000011818	COL26A1	collagen type XXVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:18038]	25	35776553	35960746	-1
ENSBTAG00000007981	GRK5	G protein-coupled receptor kinase 5 [Source:HGNC Symbol;Acc:HGNC:4544]	26	39702550	39930993	1
ENSBTAG00000002078	KDM4A	lysine demethylase 4A [Source:HGNC Symbol;Acc:HGNC:22978]	3	102926388	102963687	-1
ENSBTAG00000000342	PLOD3	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:9083]	25	36057472	36065405	1
ENSBTAG00000004080	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1 [Source:HGNC Symbol;Acc:HGNC:11804]	26	40041404	40060834	-1
ENSBTAG00000020157		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E1BN30]	25	36084997	36088161	1
ENSBTAG00000004314	HOXD12	homeobox D12 [Source:HGNC Symbol;Acc:HGNC:5135]	2	20848044	20849010	-1
ENSBTAG00000004313	HOXD13	homeobox D13 [Source:HGNC Symbol;Acc:HGNC:5136]	2	20854099	20856159	-1
ENSBTAG00000031715	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15882]	13	54123575	54142541	-1
ENSBTAG00000047078	NTF4	neurotrophin 4 [Source:HGNC Symbol;Acc:HGNC:8024]	18	56032585	56033542	-1
ENSBTAG00000006352	MYT1	myelin transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:7622]	13	54157825	54217202	-1
ENSBTAG00000020490	NACC2	NACC family member 2 [Source:HGNC Symbol;Acc:HGNC:23846]	11	103572295	103607342	-1
ENSBTAG00000021423	LKAAEAR1	LKAAEAR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:33718]	13	54264623	54266440	1
ENSBTAG00000011124	LHX3	LIM homeobox 3 [Source:HGNC Symbol;Acc:HGNC:6595]	11	103734904	103741625	-1
ENSBTAG00000011129	QSOX2	quiescin sulfhydryl oxidase 2 [Source:HGNC Symbol;Acc:HGNC:30249]	11	103746674	103769889	-1
ENSBTAG00000023064	CCDC187	coiled-coil domain containing 187 [Source:HGNC Symbol;Acc:HGNC:30942]	11	103802443	103822759	-1
ENSBTAG00000001139	ACHE	acetylcholinesterase (Cartwright blood group) [Source:HGNC Symbol;Acc:HGNC:108]	25	36300532	36305041	1
ENSBTAG00000019907	WNK4	WNK lysine deficient protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:14544]	19	43452812	43467553	1
ENSBTAG00000004742	RUNX1	runt related transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]	1	148678710	148773773	-1
ENSBTAG00000012966	SCRN3	secernin 3 [Source:HGNC Symbol;Acc:HGNC:30382]	2	22400874	22432815	-1
ENSBTAG00000014730	NCAPD2	Bos taurus non-SMC condensin I complex, subunit D2 (NCAPD2), mRNA. [Source:RefSeq mRNA;Acc:NM_001206711]	5	104244559	104272651	-1
ENSBTAG00000014306	DOPEY2	dopey family member 2 [Source:HGNC Symbol;Acc:HGNC:1291]	1	150169936	150293609	1
ENSBTAG00000006572	CARD9	caspase recruitment domain-containing protein 9  [Source:RefSeq peptide;Acc:NP_001070579]	11	103876015	103883072	-1
ENSBTAG00000015796	DNAJC5	DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235]	13	54382947	54408528	-1
ENSBTAG00000021232	TPD52L2	tumor protein D52 like 2 [Source:HGNC Symbol;Acc:HGNC:12007]	13	54411455	54427367	-1
ENSBTAG00000003432	ZAN	zonadhesin (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:12857]	25	36366140	36396646	-1
ENSBTAG00000011876	MORC3	MORC family CW-type zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:23572]	1	150307555	150349311	1
ENSBTAG00000023933	SEC16A	SEC16 homolog A, endoplasmic reticulum export factor [Source:HGNC Symbol;Acc:HGNC:29006]	11	103939070	103964031	-1
ENSBTAG00000010786	TACC2	transforming acidic coiled-coil containing protein 2 [Source:HGNC Symbol;Acc:HGNC:11523]	26	42323743	42485654	1
ENSBTAG00000004211	TNFRSF1A	TNF receptor superfamily member 1A [Source:HGNC Symbol;Acc:HGNC:11916]	5	104402771	104415588	1
ENSBTAG00000021447	SIM2	single-minded family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10883]	1	150696150	150728567	1
ENSBTAG00000016526	PIH1D1	PIH1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26075]	18	56357610	56363423	-1
ENSBTAG00000014949	SP9	Sp9 transcription factor [Source:HGNC Symbol;Acc:HGNC:30690]	2	22485430	22487883	-1
ENSBTAG00000022799	NOTCH1	notch 1 [Source:HGNC Symbol;Acc:HGNC:7881]	11	103986874	104030692	-1
ENSBTAG00000003458	CDCA7	cell division cycle associated 7 [Source:HGNC Symbol;Acc:HGNC:14628]	2	23377568	23390741	-1
ENSBTAG00000020528	PCOLCE	procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738]	25	36490771	36495789	-1
ENSBTAG00000003160	LRCH4	leucine rich repeats and calponin homology domain containing 4 [Source:HGNC Symbol;Acc:HGNC:6691]	25	36507967	36518507	1
ENSBTAG00000004636	PLEKHA1	pleckstrin homology domain containing A1 [Source:HGNC Symbol;Acc:HGNC:14335]	26	42579750	42633511	1
ENSBTAG00000014450	NOSIP	nitric oxide synthase interacting protein [Source:HGNC Symbol;Acc:HGNC:17946]	18	56443747	56455743	-1
ENSBTAG00000017502	RIMKLA	ribosomal modification protein rimK like family member A [Source:HGNC Symbol;Acc:HGNC:28725]	3	104370159	104404495	-1
ENSBTAG00000015887	FOXJ3	forkhead box J3 [Source:HGNC Symbol;Acc:HGNC:29178]	3	104477699	104600121	1
ENSBTAG00000004227	TBCK	TBC1 domain containing kinase [Source:HGNC Symbol;Acc:HGNC:28261]	6	20138930	20348418	1
ENSBTAG00000025161	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta precursor  [Source:RefSeq peptide;Acc:NP_001073733]	11	104134683	104146456	-1
ENSBTAG00000021928	FAM69B	family with sequence similarity 69 member B [Source:HGNC Symbol;Acc:HGNC:28290]	11	104176568	104180741	1
ENSBTAG00000017456	NYAP1	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1 [Source:HGNC Symbol;Acc:HGNC:22009]	25	36603211	36609285	-1
ENSBTAG00000038974	STMN3	stathmin 3 [Source:HGNC Symbol;Acc:HGNC:15926]	13	54550376	54560121	1
ENSBTAG00000016763			25	36644930	36648339	-1
ENSBTAG00000011559	RPL7A	ribosomal protein L7a [Source:HGNC Symbol;Acc:HGNC:10364]	11	104311808	104315125	1
ENSBTAG00000001985	SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites [Source:HGNC Symbol;Acc:HGNC:11298]	13	54591299	54597058	1
ENSBTAG00000005741	DLX2	distal-less homeobox 2 [Source:HGNC Symbol;Acc:HGNC:2915]	2	24489074	24491347	1
ENSBTAG00000012246	ANO2	anoctamin 2 [Source:HGNC Symbol;Acc:HGNC:1183]	5	104741570	105090300	1
ENSBTAG00000015217	DLX1	distal-less homeobox 1 [Source:HGNC Symbol;Acc:HGNC:2914]	2	24502929	24506672	-1
ENSBTAG00000023377	SH3BP5	SH3 domain binding protein 5 [Source:HGNC Symbol;Acc:HGNC:10827]	1	154024457	154103515	-1
ENSBTAG00000012205	CPT1C	carnitine palmitoyltransferase 1C [Source:HGNC Symbol;Acc:HGNC:18540]	18	56547752	56566692	1
ENSBTAG00000024115	FOXO6	forkhead box O6 [Source:HGNC Symbol;Acc:HGNC:24814]	3	105414636	105435303	-1
ENSBTAG00000004582	COL20A1	collagen type XX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:14670]	13	54734522	54756417	-1
ENSBTAG00000001628	SLFNL1	schlafen like 1 [Source:HGNC Symbol;Acc:HGNC:26313]	3	105795074	105798610	1
ENSBTAG00000015011	C7orf43	chromosome 7 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:25604]	25	36784232	36787816	1
ENSBTAG00000021943	NFYC	nuclear transcription factor Y subunit gamma [Source:HGNC Symbol;Acc:HGNC:7806]	3	106047152	106111674	-1
ENSBTAG00000006800	FGF6	fibroblast growth factor 6 [Source:HGNC Symbol;Acc:HGNC:3684]	5	106157909	106169922	1
ENSBTAG00000004911	BIRC7	baculoviral IAP repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:13702]	13	54791001	54794387	-1
ENSBTAG00000016650	TIGAR	TP53 induced glycolysis regulatory phosphatase [Source:HGNC Symbol;Acc:HGNC:1185]	5	106223071	106238040	-1
ENSBTAG00000016649	CCND2	cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]	5	106253907	106276819	-1
ENSBTAG00000007898	CYBRD1	cytochrome b reductase 1 [Source:HGNC Symbol;Acc:HGNC:20797]	2	24956534	24987973	-1
ENSBTAG00000019721	REXO4	REX4 homolog, 3'-5' exonuclease [Source:HGNC Symbol;Acc:HGNC:12820]	11	104359430	104367667	-1
ENSBTAG00000030965	MCM7	minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:HGNC:6950]	25	36885892	36893315	1
ENSBTAG00000000532	EXO5	exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:26115]	3	106234354	106246150	-1
ENSBTAG00000006002	DIDO1	death inducer-obliterator 1 [Source:HGNC Symbol;Acc:HGNC:2680]	13	54964694	54993056	1
ENSBTAG00000030956	ZSCAN21	zinc finger and SCAN domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13104]	25	36924066	36931834	-1
ENSBTAG00000015097	CACFD1	calcium channel flower domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1365]	11	104408232	104417213	1
ENSBTAG00000001824	SLC2A6	solute carrier family 2 member 6 [Source:HGNC Symbol;Acc:HGNC:11011]	11	104417539	104424788	-1
ENSBTAG00000004891	OXNAD1	oxidoreductase NAD binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25128]	1	155017757	155158936	1
ENSBTAG00000030581	TBC1D5	TBC1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:19166]	1	155833805	156185921	-1
ENSBTAG00000001006	HMX3	H6 family homeobox 3 [Source:HGNC Symbol;Acc:HGNC:5019]	26	43257908	43259617	1
ENSBTAG00000017911	HMX2	H6 family homeobox 2 [Source:HGNC Symbol;Acc:HGNC:5018]	26	43270656	43272421	1
ENSBTAG00000017913	BUB3	BUB3, mitotic checkpoint protein [Source:HGNC Symbol;Acc:HGNC:1151]	26	43276923	43288958	1
ENSBTAG00000020440		ATP synthase subunit f, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:E1BNM9]	25	37513721	37524164	1
ENSBTAG00000021158	SATB1	SATB homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10541]	1	157169740	157261755	-1
ENSBTAG00000002441	PPY	pancreatic polypeptide [Source:HGNC Symbol;Acc:HGNC:9327]	19	44437199	44437928	-1
ENSBTAG00000001834	PNKP	polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:HGNC:9154]	18	56666460	56671418	-1
ENSBTAG00000004511	VAV2	vav guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:12658]	11	104646646	104689322	-1
ENSBTAG00000003312	CHST15	carbohydrate sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137]	26	44047737	44081511	-1
ENSBTAG00000047944	GATA5	GATA binding protein 5 [Source:HGNC Symbol;Acc:HGNC:15802]	13	55291395	55301357	1
ENSBTAG00000003163	RBBP8NL	RBBP8 N-terminal like [Source:HGNC Symbol;Acc:HGNC:16144]	13	55329942	55342707	1
ENSBTAG00000020918	NKX1-2	NK1 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:31652]	26	44416760	44420132	-1
ENSBTAG00000010957	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase [Source:HGNC Symbol;Acc:HGNC:30042]	26	44431214	44558731	1
ENSBTAG00000010582	BRD3	bromodomain containing 3 [Source:HGNC Symbol;Acc:HGNC:1104]	11	104860032	104880077	-1
ENSBTAG00000012970	FAM53B	family with sequence similarity 53 member B [Source:HGNC Symbol;Acc:HGNC:28968]	26	44619642	44693891	-1
ENSBTAG00000007118	SMURF1	SMAD specific E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:16807]	25	37777779	37801407	1
ENSBTAG00000020795			13	55358720	55359979	-1
ENSBTAG00000003061	LAMA5	laminin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6485]	13	55379959	55433278	1
ENSBTAG00000003397	CTBP2	C-terminal binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2495]	26	44888008	44936346	-1
ENSBTAG00000005763	AKT1S1	AKT1 substrate 1 [Source:HGNC Symbol;Acc:HGNC:28426]	18	56672752	56680246	-1
ENSBTAG00000007882	CACNA1B	Bos taurus calcium channel, voltage-dependent, N type, alpha 1B subunit (CACNA1B), mRNA. [Source:RefSeq mRNA;Acc:NM_174632]	11	105182214	105394448	-1
ENSBTAG00000017362	CNOT6	CCR4-NOT transcription complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14099]	7	493450	574753	-1
ENSBTAG00000005766	IL4I1	interleukin 4 induced 1 [Source:HGNC Symbol;Acc:HGNC:19094]	18	56691667	56725849	-1
ENSBTAG00000004709	MAPK9	mitogen-activated protein kinase 9 [Source:HGNC Symbol;Acc:HGNC:6886]	7	826695	892386	1
ENSBTAG00000046807		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3MXA3]	3	107133808	107174060	-1
ENSBTAG00000003457	ATF5	activating transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:790]	18	56725592	56729591	1
ENSBTAG00000012148	EHMT1	histone-lysine N-methyltransferase EHMT1  [Source:RefSeq peptide;Acc:NP_001092511]	11	105429172	105493391	-1
ENSBTAG00000004856	RNF130	E3 ubiquitin-protein ligase RNF130 precursor  [Source:RefSeq peptide;Acc:NP_001093178]	7	1082074	1217044	1
ENSBTAG00000019058	IQSEC3	IQ motif and Sec7 domain 3 [Source:HGNC Symbol;Acc:HGNC:29193]	5	107548976	107639845	1
ENSBTAG00000004428	H2AFZ	H2A histone family member Z [Source:HGNC Symbol;Acc:HGNC:4741]	6	26103022	26104344	1
ENSBTAG00000012147	ARRDC1	arrestin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28633]	11	105541714	105549236	-1
ENSBTAG00000027789	PPIG	peptidylprolyl isomerase G [Source:HGNC Symbol;Acc:HGNC:14650]	2	26695352	26736067	-1
ENSBTAG00000019181	BAIAP2L1	BAI1 associated protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649]	25	38227396	38280018	1
ENSBTAG00000001610	SLC4A1	solute carrier family 4 member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027]	19	44692189	44708381	-1
ENSBTAG00000002580	MYH14	myosin heavy chain 14 [Source:HGNC Symbol;Acc:HGNC:23212]	18	56874763	56947774	1
ENSBTAG00000015591	SQSTM1	sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]	7	1334566	1346051	-1
ENSBTAG00000012444	ADAM12	ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:HGNC:190]	26	45848827	46238138	-1
ENSBTAG00000011587	C10orf90	chromosome 10 open reading frame 90 [Source:HGNC Symbol;Acc:HGNC:26563]	26	46273596	46356752	-1
ENSBTAG00000022825	BRI3	brain protein I3 [Source:HGNC Symbol;Acc:HGNC:1109]	25	38281392	38287463	-1
ENSBTAG00000004135	LMTK2	lemur tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:17880]	25	38348134	38395453	-1
ENSBTAG00000031890	DOCK1	dedicator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:2987]	26	46791127	47295654	1
ENSBTAG00000011447	FAM171A2	family with sequence similarity 171 member A2 [Source:HGNC Symbol;Acc:HGNC:30480]	19	44782788	44792763	-1
ENSBTAG00000016004	METAP1	Methionine aminopeptidase 1  [Source:UniProtKB/Swiss-Prot;Acc:A6QLA4]	6	26925349	26979063	-1
ENSBTAG00000012343	TSPAN5	tetraspanin 5 [Source:HGNC Symbol;Acc:HGNC:17753]	6	27333479	27512867	1
ENSBTAG00000000725	USP42	ubiquitin specific peptidase 42 [Source:HGNC Symbol;Acc:HGNC:20068]	25	38638460	38673274	1
ENSBTAG00000005127	PSMA7	proteasome subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:9536]	13	55501437	55506984	1
ENSBTAG00000008553	B4GALNT3	N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 2  [Source:RefSeq peptide;Acc:NP_001193624]	5	107909393	107934878	1
ENSBTAG00000030247	NSMF	NMDA receptor synaptonuclear signaling and neuronal migration factor [Source:HGNC Symbol;Acc:HGNC:29843]	11	105673837	105681394	1
ENSBTAG00000002435	PTPRE	protein tyrosine phosphatase, receptor type E [Source:HGNC Symbol;Acc:HGNC:9669]	26	47801368	47842727	1
ENSBTAG00000003264	NR1H2	nuclear receptor subfamily 1 group H member 2 [Source:HGNC Symbol;Acc:HGNC:7965]	18	56998860	57005507	1
ENSBTAG00000047038		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3MWH0]	3	107513772	107515427	-1
ENSBTAG00000003308	GRID2IP	delphilin  [Source:RefSeq peptide;Acc:NP_001179409]	25	38903900	38934907	-1
ENSBTAG00000015058	CDH4	cadherin 4 [Source:HGNC Symbol;Acc:HGNC:1763]	13	55672235	55803649	-1
ENSBTAG00000020080	MYBPC2	myosin binding protein C, fast type [Source:HGNC Symbol;Acc:HGNC:7550]	18	57039094	57064720	1
ENSBTAG00000039782	ZNF12	zinc finger protein 12 [Source:HGNC Symbol;Acc:HGNC:12902]	25	39051002	39055715	-1
ENSBTAG00000008272	EBF3	early B-cell factor 3 [Source:HGNC Symbol;Acc:HGNC:19087]	26	49504091	49540549	-1
ENSBTAG00000010291	RBAK	RB associated KRAB zinc finger [Source:HGNC Symbol;Acc:HGNC:17680]	25	39080280	39089918	1
ENSBTAG00000023788	EXD3	exonuclease 3'-5' domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26023]	11	105728961	105770612	1
ENSBTAG00000047164		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3N3C6]	26	49617544	49620555	1
ENSBTAG00000004196	FMNL1	formin like 1 [Source:HGNC Symbol;Acc:HGNC:1212]	19	45493957	45520053	1
ENSBTAG00000047781		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B6VAE3]	25	39308651	39309366	1
ENSBTAG00000037400	TNRC18	trinucleotide repeat containing 18 [Source:HGNC Symbol;Acc:HGNC:11962]	25	39430999	39510699	1
ENSBTAG00000024975		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E1BJD0]	19	45520281	45526187	-1
ENSBTAG00000011092	KNDC1	kinase non-catalytic C-lobe domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29374]	26	50793561	50837647	-1
ENSBTAG00000030285	DCP1B	decapping mRNA 1B [Source:HGNC Symbol;Acc:HGNC:24451]	5	108814604	108857086	-1
ENSBTAG00000007772	SLC29A4	solute carrier family 29 member 4 [Source:HGNC Symbol;Acc:HGNC:23097]	25	39515688	39526238	-1
ENSBTAG00000005965	ADGRA1	adhesion G protein-coupled receptor A1 [Source:HGNC Symbol;Acc:HGNC:13838]	26	50854863	50882327	-1
ENSBTAG00000020510	EPHA10	EPH receptor A10 [Source:HGNC Symbol;Acc:HGNC:19987]	3	108737032	108777675	1
ENSBTAG00000019919			26	51008298	51070531	1
ENSBTAG00000030690	RADIL	ras-associating and dilute domain-containing protein  [Source:RefSeq peptide;Acc:NP_001157406]	25	39684040	39733711	1
ENSBTAG00000047061			11	105883825	105892426	-1
ENSBTAG00000015651		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3MXM2]	26	51082253	51105116	1
ENSBTAG00000047715			11	105896916	105903699	1
ENSBTAG00000004262	ZNF454	zinc finger protein 454 [Source:HGNC Symbol;Acc:HGNC:21200]	7	2347258	2366394	-1
ENSBTAG00000009181	INPP5A	inositol polyphosphate-5-phosphatase A [Source:HGNC Symbol;Acc:HGNC:6076]	26	51126574	51200732	-1
ENSBTAG00000019310	FOXK1	forkhead box K1 [Source:HGNC Symbol;Acc:HGNC:23480]	25	39761774	39816244	-1
ENSBTAG00000001604		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F1N5X6]	7	2586101	2598115	-1
ENSBTAG00000004035	SDK1	sidekick cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:19307]	25	39998764	40186702	-1
ENSBTAG00000014698	CARD11	caspase recruitment domain family member 11 [Source:HGNC Symbol;Acc:HGNC:16393]	25	40960556	41068746	1
ENSBTAG00000040028			7	2600732	2618482	-1
ENSBTAG00000016012	WNT3	Wnt family member 3 [Source:HGNC Symbol;Acc:HGNC:12782]	19	46065794	46071153	1
ENSBTAG00000013107	SHANK1	SH3 and multiple ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:15474]	18	57208106	57253991	-1
ENSBTAG00000017871	GNA12	G protein subunit alpha 12 [Source:HGNC Symbol;Acc:HGNC:4380]	25	41099259	41171209	1
ENSBTAG00000017475			13	58010287	58049012	-1
ENSBTAG00000026194	AMZ1	archaelysin family metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:22231]	25	41183195	41190361	-1
ENSBTAG00000000951	JAKMIP3	Janus kinase and microtubule interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23523]	26	51450395	51504242	1
ENSBTAG00000047223		Neuroendocrine secretory protein 55 LSAL tetrapeptide GAIPIRRH peptide [Source:UniProtKB/Swiss-Prot;Acc:O18979]	13	58019524	58049012	-1
ENSBTAG00000017851	RXRA	retinoid X receptor alpha [Source:HGNC Symbol;Acc:HGNC:10477]	11	105990344	106015000	1
ENSBTAG00000003872			13	58237976	58260726	-1
ENSBTAG00000011562	STK32C	serine/threonine kinase 32C [Source:HGNC Symbol;Acc:HGNC:21332]	26	51537509	51609090	-1
ENSBTAG00000003800	LRRC27	leucine rich repeat containing 27 [Source:HGNC Symbol;Acc:HGNC:29346]	26	51618947	51644391	1
ENSBTAG00000031524	PMEPA1	prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:14107]	13	59023080	59076365	1
ENSBTAG00000019519	PWWP2B	PWWP domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25150]	26	51657461	51674652	1
ENSBTAG00000005934	TTYH3	tweety family member 3 [Source:HGNC Symbol;Acc:HGNC:22222]	25	41273562	41295884	1
ENSBTAG00000015144	GMIP	GEM interacting protein [Source:HGNC Symbol;Acc:HGNC:24852]	7	3613638	3623376	1
ENSBTAG00000040361	LFNG	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:6560]	25	41304501	41313035	-1
ENSBTAG00000020898	CHST12	carbohydrate sulfotransferase 12 [Source:HGNC Symbol;Acc:HGNC:17423]	25	41372194	41390545	-1
ENSBTAG00000015362	BMP7	bone morphogenetic protein 7 [Source:HGNC Symbol;Acc:HGNC:1074]	13	59425468	59510393	1
ENSBTAG00000038978		Kinesin-like protein  [Source:UniProtKB/TrEMBL;Acc:F1N4G9]	25	41418359	41434582	-1
ENSBTAG00000013956			5	109584777	109635907	1
ENSBTAG00000017024	PPARGC1A	PPARG coactivator 1 alpha [Source:HGNC Symbol;Acc:HGNC:9237]	6	44854113	44960668	-1
ENSBTAG00000013708	SNX8	sorting nexin 8 [Source:HGNC Symbol;Acc:HGNC:14972]	25	41480285	41519854	1
ENSBTAG00000046140	NPDC1	neural proliferation, differentiation and control 1 [Source:HGNC Symbol;Acc:HGNC:7899]	11	106192006	106194241	-1
ENSBTAG00000013980	SOD3	superoxide dismutase 3, extracellular [Source:HGNC Symbol;Acc:HGNC:11181]	6	45927554	45930819	1
ENSBTAG00000020447	VSIG10L	V-set and immunoglobulin domain containing 10 like [Source:HGNC Symbol;Acc:HGNC:27111]	18	57780740	57792933	-1
ENSBTAG00000002474	MAD1L1	MAD1 mitotic arrest deficient like 1 [Source:HGNC Symbol;Acc:HGNC:6762]	25	41535263	41778055	1
ENSBTAG00000020449	ETFB	electron transfer flavoprotein beta subunit [Source:HGNC Symbol;Acc:HGNC:3482]	18	57795757	57808326	-1
ENSBTAG00000006124	MAU2	MAU2 sister chromatid cohesion factor [Source:HGNC Symbol;Acc:HGNC:29140]	7	3855979	3891709	-1
ENSBTAG00000000050	PSMG3	proteasome assembly chaperone 3 [Source:HGNC Symbol;Acc:HGNC:22420]	25	41940912	41942637	1
ENSBTAG00000004676	TMEM184A	transmembrane protein 184A [Source:HGNC Symbol;Acc:HGNC:28797]	25	41946139	41956711	1
ENSBTAG00000000642	INTS1	integrator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24555]	25	41983696	42007511	1
ENSBTAG00000005180	RBMS1	RNA binding motif single stranded interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9907]	2	35960130	36178719	1
ENSBTAG00000023365		Cytoplasmic tRNA 2-thiolation protein 1  [Source:UniProtKB/TrEMBL;Acc:E1BII1]	18	57927152	57929923	1
ENSBTAG00000035868		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E1B6Z4]	18	57971424	57975412	-1
ENSBTAG00000015074	PTGDS	Prostaglandin-H2 D-isomerase  [Source:UniProtKB/Swiss-Prot;Acc:O02853]	11	106247577	106250629	-1
ENSBTAG00000010497	TRAF2	TNF receptor associated factor 2 [Source:HGNC Symbol;Acc:HGNC:12032]	11	106296537	106311429	-1
